segment	mapped_start	mapped_stop	0_x	0_y
PB2	110	2118	1	1.0
PB2	111	2042	1	1.0
PB2	112	2102	1	1.0
PB2	112	2142	1	1.0
PB2	115	436	1	1.0
PB2	115	2123	1	1.0
PB2	116	2080	1	1.0
PB2	116	2100	1	1.0
PB2	116	2161	1	1.0
PB2	117	2001	1	1.0
PB2	117	2130	1	1.0
PB2	117	2261	1	1.0
PB2	118	1369	1	1.0
PB2	118	1549	1	1.0
PB2	118	1701	1	1.0
PB2	118	1947	1	1.0
PB2	118	1976	1	1.0
PB2	118	1996	1	1.0
PB2	118	2007	1	1.0
PB2	118	2016	1	1.0
PB2	118	2024	1	1.0
PB2	118	2124	1	1.0
PB2	118	2153	1	1.0
PB2	119	1628	1	1.0
PB2	120	225	1	1.0
PB2	120	1976	1	1.0
PB2	120	2019	1	1.0
PB2	120	2085	1	1.0
PB2	120	2176	1	1.0
PB2	121	2001	1	1.0
PB2	121	2104	1	1.0
PB2	121	2130	1	1.0
PB2	121	2156	1	1.0
PB2	121	2292	1	1.0
PB2	122	2016	1	1.0
PB2	122	2117	1	1.0
PB2	123	1977	1	1.0
PB2	124	2119	1	1.0
PB2	124	2137	1	1.0
PB2	125	2124	1	1.0
PB2	126	2129	1	1.0
PB2	127	2144	1	1.0
PB2	128	1978	1	1.0
PB2	128	2035	1	1.0
PB2	128	2117	1	1.0
PB2	128	2123	1	1.0
PB2	128	2152	1	1.0
PB2	129	2140	1	1.0
PB2	129	2144	1	1.0
PB2	129	2258	1	1.0
PB2	129	2291	1	1.0
PB2	130	2119	1	1.0
PB2	131	1920	1	1.0
PB2	133	2000	1	1.0
PB2	133	2115	1	1.0
PB2	134	1839	1	1.0
PB2	134	2079	1	1.0
PB2	135	2087	1	1.0
PB2	135	2096	1	1.0
PB2	135	2122	1	1.0
PB2	135	2129	1	1.0
PB2	136	2051	1	1.0
PB2	136	2082	1	1.0
PB2	136	2118	1	1.0
PB2	137	1490	1	1.0
PB2	138	1659	1	1.0
PB2	138	1951	1	1.0
PB2	138	1988	1	1.0
PB2	140	2092	1	1.0
PB2	140	2147	1	1.0
PB2	142	1606	1	1.0
PB2	145	1934	1	1.0
PB2	145	2097	1	1.0
PB2	145	2135	1	1.0
PB2	146	2065	1	1.0
PB2	146	2077	1	1.0
PB2	148	2119	1	1.0
PB2	148	2164	1	1.0
PB2	149	2011	1	1.0
PB2	149	2016	1	1.0
PB2	151	2137	1	1.0
PB2	151	2139	1	1.0
PB2	152	1604	1	1.0
PB2	153	1821	1	1.0
PB2	158	1651	1	1.0
PB2	158	2013	1	1.0
PB2	158	2050	1	1.0
PB2	158	2080	1	1.0
PB2	158	2110	1	1.0
PB2	158	2115	1	1.0
PB2	158	2157	1	1.0
PB2	158	2161	1	1.0
PB2	159	1517	1	1.0
PB2	159	1912	1	1.0
PB2	159	2114	1	1.0
PB2	160	2066	1	1.0
PB2	160	2080	1	1.0
PB2	160	2101	1	1.0
PB2	160	2103	1	1.0
PB2	160	2118	1	1.0
PB2	161	2109	1	1.0
PB2	161	2118	1	1.0
PB2	163	222	1	1.0
PB2	163	1975	1	1.0
PB2	163	2000	1	1.0
PB2	163	2015	1	1.0
PB2	163	2075	1	1.0
PB2	164	1784	1	1.0
PB2	165	2093	1	1.0
PB2	165	2121	1	1.0
PB2	166	2065	1	1.0
PB2	166	2116	1	1.0
PB2	167	1498	1	1.0
PB2	167	1872	1	1.0
PB2	167	1875	1	1.0
PB2	167	2000	1	1.0
PB2	167	2022	1	1.0
PB2	167	2074	1	1.0
PB2	167	2087	1	1.0
PB2	167	2109	1	1.0
PB2	167	2114	1	1.0
PB2	167	2136	1	1.0
PB2	167	2151	1	1.0
PB2	168	225	1	1.0
PB2	168	226	1	1.0
PB2	168	1682	1	1.0
PB2	168	1762	1	1.0
PB2	168	2042	1	1.0
PB2	168	2046	1	1.0
PB2	168	2068	1	1.0
PB2	168	2080	1	1.0
PB2	168	2098	1	1.0
PB2	168	2100	1	1.0
PB2	168	2104	1	1.0
PB2	168	2106	1	1.0
PB2	168	2141	1	1.0
PB2	169	1838	1	1.0
PB2	169	1946	1	1.0
PB2	169	2048	1	1.0
PB2	169	2049	1	1.0
PB2	169	2056	1	1.0
PB2	169	2072	1	1.0
PB2	169	2083	1	1.0
PB2	169	2085	1	1.0
PB2	169	2102	1	1.0
PB2	169	2115	1	1.0
PB2	170	1702	1	1.0
PB2	170	2018	1	1.0
PB2	170	2059	1	1.0
PB2	170	2072	1	1.0
PB2	170	2089	1	1.0
PB2	170	2117	1	1.0
PB2	170	2139	1	1.0
PB2	171	1873	1	1.0
PB2	171	2004	1	1.0
PB2	171	2056	1	1.0
PB2	171	2064	1	1.0
PB2	171	2152	1	1.0
PB2	171	2172	1	1.0
PB2	171	2189	1	1.0
PB2	172	211	1	1.0
PB2	172	237	1	1.0
PB2	172	265	1	1.0
PB2	172	1955	1	1.0
PB2	172	1968	1	1.0
PB2	172	1983	1	1.0
PB2	172	1985	1	1.0
PB2	172	1992	1	1.0
PB2	172	2053	1	1.0
PB2	172	2069	1	1.0
PB2	172	2070	1	1.0
PB2	172	2071	1	1.0
PB2	172	2088	1	1.0
PB2	172	2115	1	1.0
PB2	172	2151	1	1.0
PB2	172	2163	1	1.0
PB2	172	2170	1	1.0
PB2	173	206	1	1.0
PB2	173	227	1	1.0
PB2	173	271	1	1.0
PB2	173	1741	1	1.0
PB2	173	1837	1	1.0
PB2	173	1859	1	1.0
PB2	173	1898	1	1.0
PB2	173	1921	1	1.0
PB2	173	2087	1	1.0
PB2	173	2090	1	1.0
PB2	173	2121	1	1.0
PB2	173	2170	1	1.0
PB2	174	2042	1	1.0
PB2	174	2056	1	1.0
PB2	174	2107	1	1.0
PB2	174	2109	1	1.0
PB2	174	2120	1	1.0
PB2	174	2143	1	1.0
PB2	175	1702	1	1.0
PB2	175	2018	1	1.0
PB2	175	2123	1	1.0
PB2	175	2130	1	1.0
PB2	175	2131	1	1.0
PB2	176	1860	1	1.0
PB2	176	1926	1	1.0
PB2	176	1968	1	1.0
PB2	176	2022	1	1.0
PB2	176	2034	1	1.0
PB2	176	2057	1	1.0
PB2	176	2066	1	1.0
PB2	176	2136	1	1.0
PB2	177	241	1	1.0
PB2	177	278	1	1.0
PB2	177	1898	1	1.0
PB2	177	1973	1	1.0
PB2	177	2056	1	1.0
PB2	177	2068	1	1.0
PB2	177	2091	1	1.0
PB2	177	2093	1	1.0
PB2	177	2106	1	1.0
PB2	177	2107	1	1.0
PB2	177	2177	1	1.0
PB2	178	1755	1	1.0
PB2	178	2023	1	1.0
PB2	178	2035	1	1.0
PB2	178	2048	1	1.0
PB2	178	2070	1	1.0
PB2	178	2075	1	1.0
PB2	178	2083	1	1.0
PB2	178	2088	1	1.0
PB2	178	2132	1	1.0
PB2	178	2146	1	1.0
PB2	179	216	1	1.0
PB2	179	1770	1	1.0
PB2	179	1936	1	1.0
PB2	179	1965	1	1.0
PB2	179	1992	1	1.0
PB2	179	1997	1	1.0
PB2	179	2002	1	1.0
PB2	179	2025	1	1.0
PB2	179	2121	1	1.0
PB2	179	2134	1	1.0
PB2	179	2142	1	1.0
PB2	180	227	1	1.0
PB2	180	1859	1	1.0
PB2	180	1898	1	1.0
PB2	180	1921	1	1.0
PB2	180	2015	1	1.0
PB2	180	2020	1	1.0
PB2	180	2069	1	1.0
PB2	180	2082	1	1.0
PB2	180	2101	1	1.0
PB2	180	2121	1	1.0
PB2	180	2177	1	1.0
PB2	181	1917	1	1.0
PB2	181	2069	1	1.0
PB2	181	2086	1	1.0
PB2	181	2089	1	1.0
PB2	181	2120	1	1.0
PB2	181	2145	1	1.0
PB2	181	2162	1	1.0
PB2	182	1892	1	1.0
PB2	182	2091	1	1.0
PB2	182	2092	1	1.0
PB2	183	259	1	1.0
PB2	183	1671	1	1.0
PB2	183	2048	1	1.0
PB2	183	2075	1	1.0
PB2	183	2124	1	1.0
PB2	183	2132	1	1.0
PB2	183	2139	1	1.0
PB2	183	2143	1	1.0
PB2	184	1966	1	1.0
PB2	184	2072	1	1.0
PB2	184	2152	1	1.0
PB2	184	2164	1	1.0
PB2	185	291	1	1.0
PB2	185	1768	1	1.0
PB2	185	1961	1	1.0
PB2	185	1984	1	1.0
PB2	185	1992	1	1.0
PB2	185	1994	1	1.0
PB2	185	2000	1	1.0
PB2	185	2006	1	1.0
PB2	185	2014	1	1.0
PB2	185	2101	1	1.0
PB2	185	2133	1	1.0
PB2	185	2186	1	1.0
PB2	185	2205	1	1.0
PB2	186	1898	1	1.0
PB2	186	1940	1	1.0
PB2	186	1952	1	1.0
PB2	186	2042	1	1.0
PB2	186	2051	1	1.0
PB2	186	2056	1	1.0
PB2	186	2084	1	1.0
PB2	186	2093	1	1.0
PB2	186	2097	1	1.0
PB2	186	2115	1	1.0
PB2	186	2207	1	1.0
PB2	187	225	1	1.0
PB2	187	272	1	1.0
PB2	187	1454	1	1.0
PB2	187	1803	1	1.0
PB2	187	1937	1	1.0
PB2	187	2038	1	1.0
PB2	187	2061	1	1.0
PB2	187	2067	1	1.0
PB2	188	2040	1	1.0
PB2	188	2054	1	1.0
PB2	188	2056	1	1.0
PB2	188	2085	1	1.0
PB2	188	2089	1	1.0
PB2	188	2124	1	1.0
PB2	189	2080	1	1.0
PB2	189	2163	1	1.0
PB2	190	225	1	1.0
PB2	190	260	1	1.0
PB2	190	1935	1	1.0
PB2	190	1972	1	1.0
PB2	190	1990	1	1.0
PB2	190	2045	1	1.0
PB2	190	2090	1	1.0
PB2	190	2095	1	1.0
PB2	190	2105	1	1.0
PB2	190	2106	1	1.0
PB2	190	2140	1	1.0
PB2	190	2199	1	1.0
PB2	190	2294	1	1.0
PB2	191	220	1	1.0
PB2	191	259	1	1.0
PB2	191	1556	1	1.0
PB2	191	1656	1	1.0
PB2	191	1777	1	1.0
PB2	191	1907	1	1.0
PB2	191	1911	1	1.0
PB2	191	1937	1	1.0
PB2	191	1957	1	1.0
PB2	191	2020	1	1.0
PB2	191	2048	1	1.0
PB2	191	2058	1	1.0
PB2	191	2065	1	1.0
PB2	191	2075	1	1.0
PB2	191	2092	1	1.0
PB2	191	2127	1	1.0
PB2	191	2130	1	1.0
PB2	191	2132	1	1.0
PB2	191	2163	1	1.0
PB2	191	2168	1	1.0
PB2	192	2003	1	1.0
PB2	192	2014	1	1.0
PB2	192	2041	1	1.0
PB2	192	2069	1	1.0
PB2	192	2101	1	1.0
PB2	192	2115	1	1.0
PB2	193	1905	1	1.0
PB2	193	2087	1	1.0
PB2	193	2098	1	1.0
PB2	193	2145	1	1.0
PB2	194	2080	1	1.0
PB2	195	1916	1	1.0
PB2	195	2089	1	1.0
PB2	195	2139	1	1.0
PB2	196	1915	1	1.0
PB2	196	2007	1	1.0
PB2	196	2080	1	1.0
PB2	196	2284	1	1.0
PB2	198	2045	1	1.0
PB2	198	2077	1	1.0
PB2	198	2120	1	1.0
PB2	198	2160	1	1.0
PB2	199	1894	1	1.0
PB2	199	2006	1	1.0
PB2	199	2083	1	1.0
PB2	199	2137	1	1.0
PB2	200	1974	1	1.0
PB2	200	2076	1	1.0
PB2	201	1623	1	1.0
PB2	201	1792	1	1.0
PB2	201	2022	1	1.0
PB2	201	2050	1	1.0
PB2	201	2052	1	1.0
PB2	201	2082	1	1.0
PB2	201	2098	1	1.0
PB2	201	2116	1	1.0
PB2	201	2118	1	1.0
PB2	201	2122	1	1.0
PB2	201	2196	1	1.0
PB2	202	1560	1	1.0
PB2	202	1742	1	1.0
PB2	202	1936	1	1.0
PB2	202	1979	1	1.0
PB2	202	2057	1	1.0
PB2	202	2096	1	1.0
PB2	202	2104	1	1.0
PB2	202	2162	1	1.0
PB2	203	1673	1	1.0
PB2	203	2080	1	1.0
PB2	203	2083	1	1.0
PB2	203	2094	1	1.0
PB2	204	1839	1	1.0
PB2	204	1900	1	1.0
PB2	204	2000	1	1.0
PB2	204	2008	1	1.0
PB2	204	2030	1	1.0
PB2	204	2074	1	1.0
PB2	204	2075	1	1.0
PB2	204	2116	1	1.0
PB2	204	2151	1	1.0
PB2	204	2154	1	1.0
PB2	204	2202	1	1.0
PB2	205	2019	1	1.0
PB2	205	2046	1	1.0
PB2	205	2068	1	1.0
PB2	205	2093	1	1.0
PB2	205	2107	1	1.0
PB2	206	1918	1	1.0
PB2	206	2053	1	1.0
PB2	206	2152	1	1.0
PB2	206	2163	1	1.0
PB2	207	1938	1	1.0
PB2	207	1970	1	1.0
PB2	207	2049	1	1.0
PB2	207	2068	1	1.0
PB2	207	2080	1	1.0
PB2	207	2086	1	1.0
PB2	207	2108	1	1.0
PB2	207	2140	1	1.0
PB2	208	1993	1	1.0
PB2	208	2001	1	1.0
PB2	208	2075	1	1.0
PB2	208	2160	1	1.0
PB2	209	2027	1	1.0
PB2	209	2054	1	1.0
PB2	209	2067	1	1.0
PB2	209	2172	1	1.0
PB2	210	391	1	1.0
PB2	210	1935	1	1.0
PB2	210	1983	1	1.0
PB2	210	2018	1	1.0
PB2	210	2056	1	1.0
PB2	211	2037	1	1.0
PB2	211	2071	1	1.0
PB2	211	2076	1	1.0
PB2	212	1965	1	1.0
PB2	212	2138	1	1.0
PB2	212	2154	1	1.0
PB2	213	2089	1	1.0
PB2	213	2116	1	1.0
PB2	214	1969	1	1.0
PB2	214	1979	1	1.0
PB2	214	2015	1	1.0
PB2	214	2116	1	1.0
PB2	214	2123	1	1.0
PB2	214	2127	1	1.0
PB2	215	909	1	1.0
PB2	215	1083	1	1.0
PB2	215	1874	1	1.0
PB2	215	1935	1	1.0
PB2	215	2033	1	1.0
PB2	215	2046	1	1.0
PB2	215	2056	1	1.0
PB2	215	2059	1	1.0
PB2	215	2061	1	1.0
PB2	215	2085	1	1.0
PB2	215	2086	1	1.0
PB2	215	2112	1	1.0
PB2	216	1491	1	1.0
PB2	216	1503	1	1.0
PB2	216	1520	1	1.0
PB2	216	1842	1	1.0
PB2	216	1954	1	1.0
PB2	216	2001	1	1.0
PB2	216	2007	1	1.0
PB2	216	2083	1	1.0
PB2	216	2132	1	1.0
PB2	216	2137	1	1.0
PB2	217	267	1	1.0
PB2	217	1785	1	1.0
PB2	217	1944	1	1.0
PB2	217	1976	1	1.0
PB2	217	2016	1	1.0
PB2	217	2027	1	1.0
PB2	218	1807	1	1.0
PB2	218	1843	1	1.0
PB2	219	1876	1	1.0
PB2	219	1877	1	1.0
PB2	219	2001	1	1.0
PB2	219	2054	1	1.0
PB2	219	2058	1	1.0
PB2	219	2159	1	1.0
PB2	220	1849	1	1.0
PB2	220	1879	1	1.0
PB2	220	1941	1	1.0
PB2	220	1999	1	1.0
PB2	220	2020	1	1.0
PB2	220	2088	1	1.0
PB2	220	2090	1	1.0
PB2	220	2105	1	1.0
PB2	220	2120	1	1.0
PB2	220	2200	1	1.0
PB2	220	2209	1	1.0
PB2	221	1983	1	1.0
PB2	221	2004	1	1.0
PB2	221	2104	1	1.0
PB2	221	2137	1	1.0
PB2	221	2165	1	1.0
PB2	222	1820	1	1.0
PB2	222	1983	1	1.0
PB2	222	2007	1	1.0
PB2	222	2019	1	1.0
PB2	222	2056	1	1.0
PB2	222	2124	1	1.0
PB2	222	2212	1	1.0
PB2	223	1878	1	1.0
PB2	223	1996	1	1.0
PB2	223	2036	1	1.0
PB2	223	2046	1	1.0
PB2	223	2071	1	1.0
PB2	223	2088	1	1.0
PB2	223	2119	1	1.0
PB2	223	2130	1	1.0
PB2	223	2131	1	1.0
PB2	223	2139	1	1.0
PB2	224	1893	1	1.0
PB2	224	1968	1	1.0
PB2	224	2031	1	1.0
PB2	224	2060	1	1.0
PB2	224	2074	1	1.0
PB2	224	2087	1	1.0
PB2	224	2101	1	1.0
PB2	224	2133	1	1.0
PB2	224	2202	1	1.0
PB2	225	1942	1	1.0
PB2	225	1948	1	1.0
PB2	225	1980	1	1.0
PB2	225	1991	1	1.0
PB2	225	1995	1	1.0
PB2	225	2000	1	1.0
PB2	225	2046	1	1.0
PB2	225	2060	1	1.0
PB2	225	2087	1	1.0
PB2	225	2118	1	1.0
PB2	226	262	1	1.0
PB2	226	2008	1	1.0
PB2	227	300	1	1.0
PB2	227	1729	1	1.0
PB2	227	1948	1	1.0
PB2	227	1965	1	1.0
PB2	227	1979	1	1.0
PB2	227	2062	1	1.0
PB2	227	2109	1	1.0
PB2	227	2177	1	1.0
PB2	228	1811	1	1.0
PB2	228	1875	1	1.0
PB2	228	2069	1	1.0
PB2	229	1687	1	1.0
PB2	230	2094	1	1.0
PB2	231	1670	1	1.0
PB2	231	2060	1	1.0
PB2	232	274	1	1.0
PB2	232	1408	1	1.0
PB2	232	1706	1	1.0
PB2	232	1751	1	1.0
PB2	232	2100	1	1.0
PB2	232	2147	1	1.0
PB2	233	259	1	1.0
PB2	233	2023	1	1.0
PB2	233	2035	1	1.0
PB2	233	2130	1	1.0
PB2	233	2143	1	1.0
PB2	234	1976	1	1.0
PB2	234	1977	1	1.0
PB2	234	2042	1	1.0
PB2	234	2100	1	1.0
PB2	234	2102	1	1.0
PB2	234	2109	1	1.0
PB2	235	2023	1	1.0
PB2	235	2030	1	1.0
PB2	235	2035	1	1.0
PB2	235	2040	1	1.0
PB2	235	2123	1	1.0
PB2	235	2149	1	1.0
PB2	236	320	1	1.0
PB2	236	1952	1	1.0
PB2	236	2013	1	1.0
PB2	236	2029	1	1.0
PB2	236	2045	1	1.0
PB2	236	2046	1	1.0
PB2	236	2068	1	1.0
PB2	236	2090	1	1.0
PB2	237	1756	1	1.0
PB2	237	1842	1	1.0
PB2	237	1892	1	1.0
PB2	237	2001	1	1.0
PB2	237	2040	1	1.0
PB2	237	2056	1	1.0
PB2	237	2117	1	1.0
PB2	237	2120	1	1.0
PB2	238	263	1	1.0
PB2	238	290	1	1.0
PB2	238	2024	1	1.0
PB2	238	2100	1	1.0
PB2	239	1945	1	1.0
PB2	239	1982	1	1.0
PB2	239	2023	1	1.0
PB2	239	2024	1	1.0
PB2	239	2037	1	1.0
PB2	239	2065	1	1.0
PB2	239	2071	1	1.0
PB2	239	2075	1	1.0
PB2	239	2152	1	1.0
PB2	240	291	1	1.0
PB2	240	300	1	1.0
PB2	240	1359	1	1.0
PB2	240	1792	1	1.0
PB2	240	1942	1	1.0
PB2	240	1960	1	1.0
PB2	240	1963	1	1.0
PB2	240	1974	1	1.0
PB2	240	1975	1	1.0
PB2	240	1997	1	1.0
PB2	240	2002	1	1.0
PB2	240	2017	1	1.0
PB2	240	2022	1	1.0
PB2	240	2066	1	1.0
PB2	240	2103	1	1.0
PB2	240	2118	1	1.0
PB2	240	2170	1	1.0
PB2	240	2194	1	1.0
PB2	241	1940	1	1.0
PB2	241	1980	1	1.0
PB2	241	2018	1	1.0
PB2	241	2068	1	1.0
PB2	241	2073	1	1.0
PB2	241	2088	1	1.0
PB2	241	2093	1	1.0
PB2	241	2100	1	1.0
PB2	241	2105	1	1.0
PB2	241	2184	1	1.0
PB2	242	1743	1	1.0
PB2	242	1937	1	1.0
PB2	242	1964	1	1.0
PB2	242	2041	1	1.0
PB2	242	2102	1	1.0
PB2	242	2117	1	1.0
PB2	243	268	1	1.0
PB2	243	2015	1	1.0
PB2	243	2017	1	1.0
PB2	243	2036	1	1.0
PB2	243	2071	1	1.0
PB2	243	2080	1	1.0
PB2	244	1891	1	1.0
PB2	244	1999	1	1.0
PB2	244	2012	1	1.0
PB2	244	2056	1	1.0
PB2	245	1360	1	1.0
PB2	245	1957	1	1.0
PB2	245	2038	1	1.0
PB2	245	2077	1	1.0
PB2	245	2139	1	1.0
PB2	245	2144	1	1.0
PB2	245	2156	1	1.0
PB2	246	1870	1	1.0
PB2	246	1998	1	1.0
PB2	246	2036	1	1.0
PB2	246	2070	1	1.0
PB2	247	1992	1	1.0
PB2	247	2060	1	1.0
PB2	247	2082	1	1.0
PB2	248	281	1	1.0
PB2	248	290	1	1.0
PB2	248	1651	1	1.0
PB2	248	1787	1	1.0
PB2	248	1891	1	1.0
PB2	248	2020	1	1.0
PB2	248	2161	1	1.0
PB2	249	1961	1	1.0
PB2	249	2015	1	1.0
PB2	249	2053	1	1.0
PB2	249	2083	1	1.0
PB2	249	2119	1	1.0
PB2	249	2162	1	1.0
PB2	250	1492	1	1.0
PB2	251	292	1	1.0
PB2	251	1878	1	1.0
PB2	251	1903	1	1.0
PB2	251	2001	1	1.0
PB2	252	1977	1	1.0
PB2	252	2019	1	1.0
PB2	252	2153	1	1.0
PB2	253	1934	1	1.0
PB2	253	2015	1	1.0
PB2	253	2104	1	1.0
PB2	254	2000	1	1.0
PB2	254	2036	1	1.0
PB2	255	2166	1	1.0
PB2	256	2032	1	1.0
PB2	256	2080	1	1.0
PB2	257	280	1	1.0
PB2	257	1573	1	1.0
PB2	257	1752	1	1.0
PB2	257	1836	1	1.0
PB2	257	1897	1	1.0
PB2	257	1944	1	1.0
PB2	257	1945	1	1.0
PB2	257	1947	1	1.0
PB2	257	1962	1	1.0
PB2	257	1972	1	1.0
PB2	257	1979	1	1.0
PB2	257	1990	1	1.0
PB2	257	2007	1	1.0
PB2	257	2041	1	1.0
PB2	257	2056	1	1.0
PB2	257	2068	1	1.0
PB2	257	2086	1	1.0
PB2	257	2100	1	1.0
PB2	257	2115	1	1.0
PB2	257	2120	1	1.0
PB2	257	2161	1	1.0
PB2	257	2166	1	1.0
PB2	257	2176	1	1.0
PB2	257	2206	1	1.0
PB2	258	290	1	1.0
PB2	258	292	1	1.0
PB2	258	329	1	1.0
PB2	258	1805	1	1.0
PB2	258	1838	1	1.0
PB2	258	1966	1	1.0
PB2	258	2003	1	1.0
PB2	258	2006	1	1.0
PB2	258	2007	1	1.0
PB2	258	2026	1	1.0
PB2	258	2071	1	1.0
PB2	258	2075	1	1.0
PB2	258	2119	1	1.0
PB2	258	2132	1	1.0
PB2	258	2139	1	1.0
PB2	258	2146	1	1.0
PB2	258	2171	1	1.0
PB2	258	2195	1	1.0
PB2	258	2217	1	1.0
PB2	259	289	1	1.0
PB2	259	1826	1	1.0
PB2	259	1960	1	1.0
PB2	259	1984	1	1.0
PB2	259	1992	1	1.0
PB2	259	1996	1	1.0
PB2	259	2138	1	1.0
PB2	260	1609	1	1.0
PB2	260	1804	1	1.0
PB2	260	1936	1	1.0
PB2	260	1942	1	1.0
PB2	260	1963	1	1.0
PB2	260	1973	1	1.0
PB2	260	1991	1	1.0
PB2	260	2042	1	1.0
PB2	260	2069	1	1.0
PB2	261	1853	1	1.0
PB2	261	1973	1	1.0
PB2	261	1979	1	1.0
PB2	261	1987	1	1.0
PB2	261	1994	1	1.0
PB2	261	2046	1	1.0
PB2	262	2020	1	1.0
PB2	262	2035	1	1.0
PB2	262	2230	1	1.0
PB2	263	929	1	1.0
PB2	263	1760	1	1.0
PB2	263	1974	1	1.0
PB2	264	1897	1	1.0
PB2	264	1977	1	1.0
PB2	264	2068	1	1.0
PB2	264	2073	1	1.0
PB2	264	2081	1	1.0
PB2	264	2085	1	1.0
PB2	264	2090	1	1.0
PB2	264	2109	1	1.0
PB2	264	2161	1	1.0
PB2	264	2182	1	1.0
PB2	265	1777	1	1.0
PB2	265	1805	1	1.0
PB2	265	1840	1	1.0
PB2	265	1957	1	1.0
PB2	265	1969	1	1.0
PB2	265	2009	1	1.0
PB2	265	2038	1	1.0
PB2	265	2075	1	1.0
PB2	265	2119	1	1.0
PB2	265	2139	1	1.0
PB2	266	1869	1	1.0
PB2	266	1976	1	1.0
PB2	266	1983	1	1.0
PB2	266	1998	1	1.0
PB2	266	2004	1	1.0
PB2	266	2059	1	1.0
PB2	266	2085	1	1.0
PB2	266	2172	1	1.0
PB2	267	2075	1	1.0
PB2	268	1832	1	1.0
PB2	268	1922	1	1.0
PB2	268	1981	1	1.0
PB2	268	2026	1	1.0
PB2	268	2056	1	1.0
PB2	268	2071	1	1.0
PB2	268	2074	1	1.0
PB2	268	2125	1	1.0
PB2	268	2180	1	1.0
PB2	269	1713	1	1.0
PB2	269	1880	1	1.0
PB2	269	1927	1	1.0
PB2	269	1955	1	1.0
PB2	269	1974	1	1.0
PB2	269	1975	1	1.0
PB2	269	1982	1	1.0
PB2	269	2014	1	1.0
PB2	269	2017	1	1.0
PB2	269	2022	1	1.0
PB2	269	2078	1	1.0
PB2	269	2118	1	1.0
PB2	269	2122	1	1.0
PB2	269	2159	1	1.0
PB2	269	2161	1	1.0
PB2	270	1717	1	1.0
PB2	270	1850	1	1.0
PB2	270	1882	1	1.0
PB2	270	1885	1	1.0
PB2	270	1946	1	1.0
PB2	270	1973	1	1.0
PB2	270	1978	1	1.0
PB2	270	1987	1	1.0
PB2	270	1991	1	1.0
PB2	270	2059	1	1.0
PB2	271	296	1	1.0
PB2	271	1015	1	1.0
PB2	271	1687	1	1.0
PB2	271	1937	1	1.0
PB2	271	1981	1	1.0
PB2	271	2054	1	1.0
PB2	272	1953	1	1.0
PB2	272	1965	1	1.0
PB2	273	1991	1	1.0
PB2	273	2003	1	1.0
PB2	273	2014	1	1.0
PB2	273	2087	1	1.0
PB2	273	2090	1	1.0
PB2	274	1573	1	1.0
PB2	274	1706	1	1.0
PB2	274	1890	1	1.0
PB2	274	1897	1	1.0
PB2	274	1921	1	1.0
PB2	274	1973	1	1.0
PB2	274	1991	1	1.0
PB2	274	2041	1	1.0
PB2	274	2042	1	1.0
PB2	274	2046	1	1.0
PB2	274	2086	1	1.0
PB2	275	1918	1	1.0
PB2	275	1957	1	1.0
PB2	275	1966	1	1.0
PB2	275	1969	1	1.0
PB2	275	2009	1	1.0
PB2	275	2018	1	1.0
PB2	275	2035	1	1.0
PB2	275	2061	1	1.0
PB2	276	1416	1	1.0
PB2	276	1776	1	1.0
PB2	276	1859	1	1.0
PB2	276	1925	1	1.0
PB2	276	1931	1	1.0
PB2	276	1953	1	1.0
PB2	276	1960	1	1.0
PB2	276	2014	1	1.0
PB2	276	2016	1	1.0
PB2	276	2022	1	1.0
PB2	276	2052	1	1.0
PB2	276	2070	1	1.0
PB2	276	2116	1	1.0
PB2	276	2151	1	1.0
PB2	276	2180	1	1.0
PB2	277	1814	1	1.0
PB2	277	1936	1	1.0
PB2	277	1946	1	1.0
PB2	277	1968	1	1.0
PB2	277	1991	1	1.0
PB2	277	2034	1	1.0
PB2	277	2057	1	1.0
PB2	277	2060	1	1.0
PB2	277	2066	1	1.0
PB2	277	2069	1	1.0
PB2	278	1816	1	1.0
PB2	278	1897	1	1.0
PB2	278	1968	1	1.0
PB2	278	2210	1	1.0
PB2	279	1619	1	1.0
PB2	279	1985	1	1.0
PB2	279	2002	1	1.0
PB2	279	2022	1	1.0
PB2	279	2027	1	1.0
PB2	280	1706	1	1.0
PB2	280	1859	1	1.0
PB2	280	1932	1	1.0
PB2	280	1966	1	1.0
PB2	280	1973	1	1.0
PB2	280	1992	1	1.0
PB2	281	311	1	1.0
PB2	281	1865	1	1.0
PB2	281	2068	1	1.0
PB2	281	2200	1	1.0
PB2	281	2212	1	1.0
PB2	282	1610	1	1.0
PB2	282	1918	1	1.0
PB2	282	1975	1	1.0
PB2	282	2143	1	1.0
PB2	283	1351	1	1.0
PB2	283	1962	1	1.0
PB2	283	1994	1	1.0
PB2	283	2022	1	1.0
PB2	283	2131	1	1.0
PB2	284	1927	1	1.0
PB2	284	2043	1	1.0
PB2	285	1688	1	1.0
PB2	285	1932	1	1.0
PB2	285	2001	1	1.0
PB2	285	2037	1	1.0
PB2	286	1797	1	1.0
PB2	286	1920	1	1.0
PB2	286	2147	1	1.0
PB2	287	1346	1	1.0
PB2	287	1842	1	1.0
PB2	287	1964	1	1.0
PB2	287	1969	1	1.0
PB2	287	2058	1	1.0
PB2	288	323	1	1.0
PB2	288	1253	1	1.0
PB2	288	1689	1	1.0
PB2	288	1891	1	1.0
